Date;Antenna;Data;Time (secs)
Wed Aug 27 15:16:10 2008; TP Ant 1;126345.6719;3065
Wed Aug 27 15:16:11 2008; TP Ant 1;126330;3066
Wed Aug 27 15:16:12 2008; TP Ant 1;125480.8828;3067
Wed Aug 27 15:16:13 2008; TP Ant 1;126050.8281;3068
Wed Aug 27 15:16:14 2008; TP Ant 1;125844.7031;3069
Wed Aug 27 15:16:15 2008; TP Ant 1;125594.7813;3070
Wed Aug 27 15:16:16 2008; TP Ant 1;125460.7422;3071
Wed Aug 27 15:16:17 2008; TP Ant 1;126015.6875;3072
Wed Aug 27 15:16:18 2008; TP Ant 1;126121.0234;3073
Wed Aug 27 15:16:19 2008; TP Ant 1;126118.6875;3074
Wed Aug 27 15:16:20 2008; TP Ant 1;125434.4063;3075
Wed Aug 27 15:16:21 2008; TP Ant 1;125422.6953;3076
Wed Aug 27 15:16:22 2008; TP Ant 1;126360.375;3077
Wed Aug 27 15:16:23 2008; TP Ant 1;126885.3125;3078
Wed Aug 27 15:16:24 2008; TP Ant 1;126273.2422;3079
Wed Aug 27 15:16:25 2008; TP Ant 1;126539.9688;3080
Wed Aug 27 15:16:26 2008; TP Ant 1;126344.5703;3081
Wed Aug 27 15:16:27 2008; TP Ant 1;125529.2188;3082
Wed Aug 27 15:16:28 2008; TP Ant 1;125314.1719;3083
Wed Aug 27 15:16:29 2008; TP Ant 1;125616.3359;3084
Wed Aug 27 15:16:30 2008; TP Ant 1;125488.1406;3085
Wed Aug 27 15:16:31 2008; TP Ant 1;124969.4219;3086
Wed Aug 27 15:16:32 2008; TP Ant 1;124650.0313;3087
Wed Aug 27 15:16:33 2008; TP Ant 1;124151.8906;3088
Wed Aug 27 15:16:34 2008; TP Ant 1;124484.3906;3089
Wed Aug 27 15:16:35 2008; TP Ant 1;124668.7031;3090
Wed Aug 27 15:16:36 2008; TP Ant 1;123969.6563;3091
Wed Aug 27 15:16:37 2008; TP Ant 1;123390.0313;3092
Wed Aug 27 15:16:38 2008; TP Ant 1;123804.6563;3093
Wed Aug 27 15:16:39 2008; TP Ant 1;123833.5625;3094
Wed Aug 27 15:16:40 2008; TP Ant 1;124560.3125;3095
Wed Aug 27 15:16:41 2008; TP Ant 1;124308.3359;3096
Wed Aug 27 15:16:42 2008; TP Ant 1;123576.8438;3097
Wed Aug 27 15:16:43 2008; TP Ant 1;123584.2969;3098
Wed Aug 27 15:16:44 2008; TP Ant 1;124205.5781;3099
Wed Aug 27 15:16:45 2008; TP Ant 1;123045.4531;3100
Wed Aug 27 15:16:46 2008; TP Ant 1;122796.8828;3101
Wed Aug 27 15:16:47 2008; TP Ant 1;122472.0234;3102
Wed Aug 27 15:16:48 2008; TP Ant 1;123216.8047;3103
Wed Aug 27 15:16:49 2008; TP Ant 1;122078.25;3104
Wed Aug 27 15:16:50 2008; TP Ant 1;122353.8594;3105
Wed Aug 27 15:16:51 2008; TP Ant 1;122855.8203;3106
Wed Aug 27 15:16:52 2008; TP Ant 1;122023.8359;3107
Wed Aug 27 15:16:53 2008; TP Ant 1;122490.4141;3108
Wed Aug 27 15:16:54 2008; TP Ant 1;122022.2734;3109
Wed Aug 27 15:16:55 2008; TP Ant 1;121551.6406;3110
Wed Aug 27 15:16:56 2008; TP Ant 1;122058.625;3111
Wed Aug 27 15:16:57 2008; TP Ant 1;121783.6406;3112
Wed Aug 27 15:16:58 2008; TP Ant 1;121490.4141;3113
Wed Aug 27 15:16:59 2008; TP Ant 1;122722.2344;3114
Wed Aug 27 15:17:00 2008; TP Ant 1;122831.7656;3115
Wed Aug 27 15:17:01 2008; TP Ant 1;123269.7188;3116
Wed Aug 27 15:17:02 2008; TP Ant 1;122683.6172;3117
Wed Aug 27 15:17:03 2008; TP Ant 1;121612.6406;3118
Wed Aug 27 15:17:04 2008; TP Ant 1;123009;3119
Wed Aug 27 15:17:05 2008; TP Ant 1;121173.6953;3120
Wed Aug 27 15:17:06 2008; TP Ant 1;122399.7031;3121
Wed Aug 27 15:17:07 2008; TP Ant 1;122480.9453;3122
Wed Aug 27 15:17:08 2008; TP Ant 1;121134.6406;3123
Wed Aug 27 15:17:09 2008; TP Ant 1;121019.6406;3124
Wed Aug 27 15:17:10 2008; TP Ant 1;121484.7813;3125
Wed Aug 27 15:17:11 2008; TP Ant 1;122654.1406;3126
Wed Aug 27 15:17:12 2008; TP Ant 1;120663.9688;3127
Wed Aug 27 15:17:13 2008; TP Ant 1;120998.6875;3128
Wed Aug 27 15:17:14 2008; TP Ant 1;121154.2891;3129
Wed Aug 27 15:17:15 2008; TP Ant 1;121214.9609;3130
Wed Aug 27 15:17:16 2008; TP Ant 1;121333.0859;3131
Wed Aug 27 15:17:17 2008; TP Ant 1;121181.8438;3132
Wed Aug 27 15:17:18 2008; TP Ant 1;120030.8281;3133
Wed Aug 27 15:17:19 2008; TP Ant 1;120329.4219;3134
Wed Aug 27 15:17:20 2008; TP Ant 1;120538.2031;3135
Wed Aug 27 15:17:21 2008; TP Ant 1;121436.0469;3136
Wed Aug 27 15:17:22 2008; TP Ant 1;120810.8906;3137
Wed Aug 27 15:17:23 2008; TP Ant 1;119840.0781;3138
Wed Aug 27 15:17:24 2008; TP Ant 1;121482.875;3139
Wed Aug 27 15:17:25 2008; TP Ant 1;120323.375;3140
Wed Aug 27 15:17:26 2008; TP Ant 1;119375.5938;3141
Wed Aug 27 15:17:27 2008; TP Ant 1;119876.8828;3142
Wed Aug 27 15:17:28 2008; TP Ant 1;119951.6328;3143
Wed Aug 27 15:17:29 2008; TP Ant 1;120922.0781;3144
Wed Aug 27 15:17:30 2008; TP Ant 1;120158.3359;3145
Wed Aug 27 15:17:31 2008; TP Ant 1;118372.9531;3146
Wed Aug 27 15:17:32 2008; TP Ant 1;118965.5625;3147
Wed Aug 27 15:17:33 2008; TP Ant 1;119904.7266;3148
Wed Aug 27 15:17:34 2008; TP Ant 1;120226.1641;3149
Wed Aug 27 15:17:35 2008; TP Ant 1;119837.6719;3150
Wed Aug 27 15:17:36 2008; TP Ant 1;119358.1172;3151
Wed Aug 27 15:17:37 2008; TP Ant 1;119029.0938;3152
Wed Aug 27 15:17:38 2008; TP Ant 1;119095.6406;3153
Wed Aug 27 15:17:39 2008; TP Ant 1;118568.9141;3154
Wed Aug 27 15:17:40 2008; TP Ant 1;119024.8594;3155
Wed Aug 27 15:17:41 2008; TP Ant 1;119126.875;3156
Wed Aug 27 15:17:42 2008; TP Ant 1;119018.2422;3157
Wed Aug 27 15:17:43 2008; TP Ant 1;118827.6797;3158
Wed Aug 27 15:17:44 2008; TP Ant 1;118786.3047;3159
Wed Aug 27 15:17:45 2008; TP Ant 1;118997.2188;3160
Wed Aug 27 15:17:46 2008; TP Ant 1;119110.7969;3161
Wed Aug 27 15:17:47 2008; TP Ant 1;119160.7188;3162
Wed Aug 27 15:17:48 2008; TP Ant 1;118743.2813;3163
Wed Aug 27 15:17:49 2008; TP Ant 1;118941.0234;3164
Wed Aug 27 15:17:50 2008; TP Ant 1;118437.1563;3165
Wed Aug 27 15:17:51 2008; TP Ant 1;118271;3166
Wed Aug 27 15:17:52 2008; TP Ant 1;118447.1875;3167
Wed Aug 27 15:17:53 2008; TP Ant 1;119306.8984;3168
Wed Aug 27 15:17:54 2008; TP Ant 1;118640.6406;3169
Wed Aug 27 15:17:55 2008; TP Ant 1;118629.3516;3170
Wed Aug 27 15:17:56 2008; TP Ant 1;118660.3281;3171
Wed Aug 27 15:17:57 2008; TP Ant 1;118915.5938;3172
Wed Aug 27 15:17:58 2008; TP Ant 1;118853.8594;3173
Wed Aug 27 15:17:59 2008; TP Ant 1;118818.5781;3174
Wed Aug 27 15:18:00 2008; TP Ant 1;118391.0391;3175
Wed Aug 27 15:18:01 2008; TP Ant 1;117114.8281;3176
Wed Aug 27 15:18:02 2008; TP Ant 1;118491;3177
Wed Aug 27 15:18:03 2008; TP Ant 1;117550.2891;3178
Wed Aug 27 15:18:04 2008; TP Ant 1;118040.4531;3179
Wed Aug 27 15:18:05 2008; TP Ant 1;117168.2422;3180
Wed Aug 27 15:18:06 2008; TP Ant 1;116730.5;3181
Wed Aug 27 15:18:07 2008; TP Ant 1;116498.2188;3182
Wed Aug 27 15:18:08 2008; TP Ant 1;116858.5078;3183
Wed Aug 27 15:18:09 2008; TP Ant 1;117803.2656;3184
Wed Aug 27 15:18:10 2008; TP Ant 1;117053.8438;3185
Wed Aug 27 15:18:11 2008; TP Ant 1;117333.9297;3186
Wed Aug 27 15:18:12 2008; TP Ant 1;117794.0156;3187
Wed Aug 27 15:18:13 2008; TP Ant 1;116330.0703;3188
Wed Aug 27 15:18:14 2008; TP Ant 1;116502.8125;3189
Wed Aug 27 15:18:15 2008; TP Ant 1;115952.7266;3190
Wed Aug 27 15:18:16 2008; TP Ant 1;116503.7266;3191
Wed Aug 27 15:18:17 2008; TP Ant 1;116252.2109;3192
Wed Aug 27 15:18:18 2008; TP Ant 1;115817.5781;3193
Wed Aug 27 15:18:19 2008; TP Ant 1;116285.6953;3194
Wed Aug 27 15:18:20 2008; TP Ant 1;114404.3594;3195
Wed Aug 27 15:18:21 2008; TP Ant 1;116496.1563;3196
Wed Aug 27 15:18:22 2008; TP Ant 1;115798.4219;3197
Wed Aug 27 15:18:23 2008; TP Ant 1;116227.9219;3198
Wed Aug 27 15:18:24 2008; TP Ant 1;113907.7266;3199
Wed Aug 27 15:18:25 2008; TP Ant 1;115003.1563;3200
Wed Aug 27 15:18:26 2008; TP Ant 1;114593.2422;3201
Wed Aug 27 15:18:27 2008; TP Ant 1;114889.625;3202
Wed Aug 27 15:18:28 2008; TP Ant 1;114527.7188;3203
Wed Aug 27 15:18:29 2008; TP Ant 1;115211.5469;3204
Wed Aug 27 15:18:30 2008; TP Ant 1;115709.1797;3205
Wed Aug 27 15:18:31 2008; TP Ant 1;115369.7188;3206
Wed Aug 27 15:18:32 2008; TP Ant 1;114723.8281;3207
Wed Aug 27 15:18:33 2008; TP Ant 1;115948.7891;3208
Wed Aug 27 15:18:34 2008; TP Ant 1;115826.75;3209
Wed Aug 27 15:18:35 2008; TP Ant 1;115736.6406;3210
Wed Aug 27 15:18:36 2008; TP Ant 1;115196.6875;3211
Wed Aug 27 15:18:37 2008; TP Ant 1;115059.0547;3212
Wed Aug 27 15:18:38 2008; TP Ant 1;115145.5234;3213
Wed Aug 27 15:18:39 2008; TP Ant 1;114496.5313;3214
Wed Aug 27 15:18:40 2008; TP Ant 1;114711.0156;3215
Wed Aug 27 15:18:41 2008; TP Ant 1;114662.75;3216
Wed Aug 27 15:18:42 2008; TP Ant 1;115458.8594;3217
Wed Aug 27 15:18:43 2008; TP Ant 1;114330.0938;3218
Wed Aug 27 15:18:44 2008; TP Ant 1;114482.7969;3219
Wed Aug 27 15:18:45 2008; TP Ant 1;114064.0313;3220
Wed Aug 27 15:18:46 2008; TP Ant 1;114420.0625;3221
Wed Aug 27 15:18:47 2008; TP Ant 1;113292.5;3222
Wed Aug 27 15:18:48 2008; TP Ant 1;114179.5078;3223
Wed Aug 27 15:18:49 2008; TP Ant 1;114836.9063;3224
Wed Aug 27 15:18:50 2008; TP Ant 1;114958.3125;3225
Wed Aug 27 15:18:51 2008; TP Ant 1;114754.9297;3226
Wed Aug 27 15:18:52 2008; TP Ant 1;113825.0313;3227
Wed Aug 27 15:18:53 2008; TP Ant 1;113381.1719;3228
Wed Aug 27 15:18:54 2008; TP Ant 1;113704.3594;3229
Wed Aug 27 15:18:55 2008; TP Ant 1;114517;3230
Wed Aug 27 15:18:56 2008; TP Ant 1;114215.6719;3231
Wed Aug 27 15:18:57 2008; TP Ant 1;113022.25;3232
Wed Aug 27 15:18:58 2008; TP Ant 1;113380.3125;3233
Wed Aug 27 15:18:59 2008; TP Ant 1;114145.3359;3234
Wed Aug 27 15:19:00 2008; TP Ant 1;113307.3828;3235
Wed Aug 27 15:19:01 2008; TP Ant 1;113214.3281;3236
Wed Aug 27 15:19:02 2008; TP Ant 1;113037.875;3237
Wed Aug 27 15:19:03 2008; TP Ant 1;113892.4219;3238
Wed Aug 27 15:19:04 2008; TP Ant 1;113699.5547;3239
Wed Aug 27 15:19:05 2008; TP Ant 1;113224.9688;3240
Wed Aug 27 15:19:06 2008; TP Ant 1;111857.2422;3241
Wed Aug 27 15:19:07 2008; TP Ant 1;112333.8281;3242
Wed Aug 27 15:19:08 2008; TP Ant 1;112322.9297;3243
Wed Aug 27 15:19:09 2008; TP Ant 1;112550;3244
Wed Aug 27 15:19:10 2008; TP Ant 1;112465.6953;3245
Wed Aug 27 15:19:11 2008; TP Ant 1;113090.9688;3246
Wed Aug 27 15:19:12 2008; TP Ant 1;112202.6875;3247
Wed Aug 27 15:19:13 2008; TP Ant 1;112293.8828;3248
Wed Aug 27 15:19:14 2008; TP Ant 1;111660.4531;3249
Wed Aug 27 15:19:15 2008; TP Ant 1;112849.5234;3250
Wed Aug 27 15:19:16 2008; TP Ant 1;113521.6875;3251
Wed Aug 27 15:19:17 2008; TP Ant 1;111748.8438;3252
Wed Aug 27 15:19:18 2008; TP Ant 1;112264.2422;3253
Wed Aug 27 15:19:19 2008; TP Ant 1;112715.5156;3254
Wed Aug 27 15:19:20 2008; TP Ant 1;112223.8281;3255
Wed Aug 27 15:19:21 2008; TP Ant 1;111765.7891;3256
Wed Aug 27 15:19:22 2008; TP Ant 1;111753.2109;3257
Wed Aug 27 15:19:23 2008; TP Ant 1;111862.1484;3258
Wed Aug 27 15:19:24 2008; TP Ant 1;111994.9844;3259
Wed Aug 27 15:19:25 2008; TP Ant 1;111514.8281;3260
Wed Aug 27 15:19:26 2008; TP Ant 1;111397.1875;3261
Wed Aug 27 15:19:27 2008; TP Ant 1;111466.5469;3262
Wed Aug 27 15:19:28 2008; TP Ant 1;111258.4531;3263
Wed Aug 27 15:19:29 2008; TP Ant 1;111664.3672;3264
Wed Aug 27 15:19:30 2008; TP Ant 1;111919.6719;3265
Wed Aug 27 15:19:31 2008; TP Ant 1;112409;3266
Wed Aug 27 15:19:32 2008; TP Ant 1;111165.8359;3267
Wed Aug 27 15:19:33 2008; TP Ant 1;111332.4375;3268
Wed Aug 27 15:19:34 2008; TP Ant 1;110776.125;3269
Wed Aug 27 15:19:35 2008; TP Ant 1;110793.3047;3270
Wed Aug 27 15:19:36 2008; TP Ant 1;111220.3516;3271
Wed Aug 27 15:19:37 2008; TP Ant 1;111192.5625;3272
Wed Aug 27 15:19:38 2008; TP Ant 1;111084.6563;3273
Wed Aug 27 15:19:39 2008; TP Ant 1;110495.0938;3274
Wed Aug 27 15:19:40 2008; TP Ant 1;110128.6563;3275
Wed Aug 27 15:19:41 2008; TP Ant 1;111009.2578;3276
Wed Aug 27 15:19:42 2008; TP Ant 1;109586.3438;3277
Wed Aug 27 15:19:43 2008; TP Ant 1;110603.7344;3278
Wed Aug 27 15:19:44 2008; TP Ant 1;110895.0313;3279
Wed Aug 27 15:19:45 2008; TP Ant 1;110527.1328;3280
Wed Aug 27 15:19:46 2008; TP Ant 1;111007.7734;3281
Wed Aug 27 15:19:47 2008; TP Ant 1;109714.8281;3282
Wed Aug 27 15:19:48 2008; TP Ant 1;110037.4063;3283
Wed Aug 27 15:19:49 2008; TP Ant 1;109944.8438;3284
Wed Aug 27 15:19:50 2008; TP Ant 1;110844.3594;3285
Wed Aug 27 15:19:51 2008; TP Ant 1;110502.3594;3286
Wed Aug 27 15:19:52 2008; TP Ant 1;110225.3906;3287
Wed Aug 27 15:19:53 2008; TP Ant 1;110044.5625;3288
Wed Aug 27 15:19:54 2008; TP Ant 1;109441.4297;3289
Wed Aug 27 15:19:55 2008; TP Ant 1;109476.7344;3290
Wed Aug 27 15:19:56 2008; TP Ant 1;110151.1797;3291
Wed Aug 27 15:19:57 2008; TP Ant 1;110416.5234;3292
Wed Aug 27 15:19:58 2008; TP Ant 1;110235.7266;3293
Wed Aug 27 15:19:59 2008; TP Ant 1;109996.6719;3294
Wed Aug 27 15:20:00 2008; TP Ant 1;109533.2969;3295
Wed Aug 27 15:20:01 2008; TP Ant 1;109342.4844;3296
Wed Aug 27 15:20:02 2008; TP Ant 1;110059.0938;3297
Wed Aug 27 15:20:03 2008; TP Ant 1;109395.1797;3298
Wed Aug 27 15:20:04 2008; TP Ant 1;110162.8516;3299
Wed Aug 27 15:20:05 2008; TP Ant 1;109439.2578;3300
Wed Aug 27 15:20:06 2008; TP Ant 1;109650.5859;3301
Wed Aug 27 15:20:07 2008; TP Ant 1;109668.6719;3302
Wed Aug 27 15:20:08 2008; TP Ant 1;109496.9453;3303
Wed Aug 27 15:20:09 2008; TP Ant 1;109895.5469;3304
Wed Aug 27 15:20:10 2008; TP Ant 1;109348.9531;3305
Wed Aug 27 15:20:11 2008; TP Ant 1;108570.3672;3306
Wed Aug 27 15:20:12 2008; TP Ant 1;109107.8594;3307
Wed Aug 27 15:20:13 2008; TP Ant 1;108725.625;3308
Wed Aug 27 15:20:14 2008; TP Ant 1;109298.2031;3309
Wed Aug 27 15:20:15 2008; TP Ant 1;109876.3516;3310
Wed Aug 27 15:20:16 2008; TP Ant 1;108930.4063;3311
Wed Aug 27 15:20:17 2008; TP Ant 1;108527.2813;3312
Wed Aug 27 15:20:18 2008; TP Ant 1;108884.375;3313
Wed Aug 27 15:20:19 2008; TP Ant 1;109019.1875;3314
Wed Aug 27 15:20:20 2008; TP Ant 1;108754.7188;3315
Wed Aug 27 15:20:21 2008; TP Ant 1;107962.0156;3316
Wed Aug 27 15:20:22 2008; TP Ant 1;108236.3672;3317
Wed Aug 27 15:20:23 2008; TP Ant 1;108670.6563;3318
Wed Aug 27 15:20:24 2008; TP Ant 1;109283.8672;3319
Wed Aug 27 15:20:25 2008; TP Ant 1;108426.0156;3320
Wed Aug 27 15:20:26 2008; TP Ant 1;108382.4297;3321
Wed Aug 27 15:20:27 2008; TP Ant 1;108180.3906;3322
Wed Aug 27 15:20:28 2008; TP Ant 1;108218.6875;3323
Wed Aug 27 15:20:29 2008; TP Ant 1;108592.6797;3324
Wed Aug 27 15:20:30 2008; TP Ant 1;108084.4219;3325
Wed Aug 27 15:20:31 2008; TP Ant 1;108318.1875;3326
Wed Aug 27 15:20:32 2008; TP Ant 1;108227.75;3327
Wed Aug 27 15:20:33 2008; TP Ant 1;108057.0781;3328
Wed Aug 27 15:20:34 2008; TP Ant 1;107673.3281;3329
Wed Aug 27 15:20:35 2008; TP Ant 1;108013.5938;3330
Wed Aug 27 15:20:36 2008; TP Ant 1;107750.2734;3331
Wed Aug 27 15:20:37 2008; TP Ant 1;107107.1016;3332
Wed Aug 27 15:20:38 2008; TP Ant 1;107418.8125;3333
Wed Aug 27 15:20:39 2008; TP Ant 1;107933.9219;3334
Wed Aug 27 15:20:40 2008; TP Ant 1;108338.8047;3335
Wed Aug 27 15:20:41 2008; TP Ant 1;106416.4453;3336
Wed Aug 27 15:20:42 2008; TP Ant 1;107255.3594;3337
Wed Aug 27 15:20:43 2008; TP Ant 1;107140.0625;3338
Wed Aug 27 15:20:44 2008; TP Ant 1;105113.9375;3339
Wed Aug 27 15:20:45 2008; TP Ant 1;105778.9063;3340
Wed Aug 27 15:20:46 2008; TP Ant 1;106367.5703;3341
Wed Aug 27 15:20:47 2008; TP Ant 1;105971.7969;3342
Wed Aug 27 15:20:48 2008; TP Ant 1;106825.8281;3343
Wed Aug 27 15:20:49 2008; TP Ant 1;106331.8828;3344
Wed Aug 27 15:20:50 2008; TP Ant 1;106651.1094;3345
Wed Aug 27 15:20:51 2008; TP Ant 1;106460.25;3346
Wed Aug 27 15:20:52 2008; TP Ant 1;105377.1875;3347
Wed Aug 27 15:20:53 2008; TP Ant 1;106799.0469;3348
Wed Aug 27 15:20:54 2008; TP Ant 1;105652.2266;3349
Wed Aug 27 15:20:55 2008; TP Ant 1;105125.8594;3350
Wed Aug 27 15:20:56 2008; TP Ant 1;105725.7813;3351
Wed Aug 27 15:20:57 2008; TP Ant 1;106574.7969;3352
Wed Aug 27 15:20:58 2008; TP Ant 1;105409.3125;3353
Wed Aug 27 15:20:59 2008; TP Ant 1;106420.3906;3354
Wed Aug 27 15:21:00 2008; TP Ant 1;106353.4531;3355
Wed Aug 27 15:21:01 2008; TP Ant 1;106441.4922;3356
Wed Aug 27 15:21:02 2008; TP Ant 1;106228.6328;3357
Wed Aug 27 15:21:03 2008; TP Ant 1;106311.8516;3358
Wed Aug 27 15:21:04 2008; TP Ant 1;105842.125;3359
Wed Aug 27 15:21:05 2008; TP Ant 1;106855.0156;3360
Wed Aug 27 15:21:06 2008; TP Ant 1;107635.0938;3361
Wed Aug 27 15:21:07 2008; TP Ant 1;105862.3906;3362
Wed Aug 27 15:21:08 2008; TP Ant 1;105411.0469;3363
Wed Aug 27 15:21:09 2008; TP Ant 1;106745.1719;3364
Wed Aug 27 15:21:10 2008; TP Ant 1;106332.1953;3365
Wed Aug 27 15:21:11 2008; TP Ant 1;105533.1563;3366
Wed Aug 27 15:21:12 2008; TP Ant 1;105435.375;3367
Wed Aug 27 15:21:13 2008; TP Ant 1;105754.6094;3368
Wed Aug 27 15:21:14 2008; TP Ant 1;105366.3281;3369
Wed Aug 27 15:21:15 2008; TP Ant 1;105127.6719;3370
Wed Aug 27 15:21:16 2008; TP Ant 1;105658.2813;3371
Wed Aug 27 15:21:17 2008; TP Ant 1;105116;3372
Wed Aug 27 15:21:18 2008; TP Ant 1;105603.6953;3373
Wed Aug 27 15:21:19 2008; TP Ant 1;105124.3984;3374
Wed Aug 27 15:21:20 2008; TP Ant 1;104721.3203;3375
Wed Aug 27 15:21:21 2008; TP Ant 1;105707.0391;3376
Wed Aug 27 15:21:22 2008; TP Ant 1;104711.8594;3377
Wed Aug 27 15:21:23 2008; TP Ant 1;105232.1797;3378
Wed Aug 27 15:21:24 2008; TP Ant 1;105460.4375;3379
Wed Aug 27 15:21:25 2008; TP Ant 1;104685.1406;3380
Wed Aug 27 15:21:26 2008; TP Ant 1;105289.6875;3381
Wed Aug 27 15:21:27 2008; TP Ant 1;105000.8047;3382
Wed Aug 27 15:21:28 2008; TP Ant 1;104816.6953;3383
Wed Aug 27 15:21:29 2008; TP Ant 1;104990.2656;3384
Wed Aug 27 15:21:30 2008; TP Ant 1;105092.1484;3385
Wed Aug 27 15:21:31 2008; TP Ant 1;105155.9688;3386
Wed Aug 27 15:21:32 2008; TP Ant 1;104719.0391;3387
Wed Aug 27 15:21:33 2008; TP Ant 1;104801.0938;3388
Wed Aug 27 15:21:34 2008; TP Ant 1;104317.875;3389
Wed Aug 27 15:21:35 2008; TP Ant 1;104983.625;3390
Wed Aug 27 15:21:36 2008; TP Ant 1;105554.1094;3391
Wed Aug 27 15:21:37 2008; TP Ant 1;104526.2188;3392
Wed Aug 27 15:21:38 2008; TP Ant 1;105106.7031;3393
Wed Aug 27 15:21:39 2008; TP Ant 1;105262.6016;3394
Wed Aug 27 15:21:40 2008; TP Ant 1;103627.125;3395
Wed Aug 27 15:21:41 2008; TP Ant 1;103588.1172;3396
Wed Aug 27 15:21:42 2008; TP Ant 1;104639;3397
Wed Aug 27 15:21:43 2008; TP Ant 1;104792.7031;3398
Wed Aug 27 15:21:44 2008; TP Ant 1;104492.4063;3399
Wed Aug 27 15:21:45 2008; TP Ant 1;104187.6953;3400
Wed Aug 27 15:21:46 2008; TP Ant 1;103916.875;3401
Wed Aug 27 15:21:47 2008; TP Ant 1;104728.0625;3402
Wed Aug 27 15:21:48 2008; TP Ant 1;103970.875;3403
Wed Aug 27 15:21:49 2008; TP Ant 1;104784.9609;3404
Wed Aug 27 15:21:50 2008; TP Ant 1;105037.3672;3405
Wed Aug 27 15:21:51 2008; TP Ant 1;104185.3906;3406
Wed Aug 27 15:21:52 2008; TP Ant 1;104048.9453;3407
Wed Aug 27 15:21:53 2008; TP Ant 1;103687.7969;3408
Wed Aug 27 15:21:54 2008; TP Ant 1;104415.4063;3409
Wed Aug 27 15:21:55 2008; TP Ant 1;103394.3984;3410
Wed Aug 27 15:21:56 2008; TP Ant 1;103140.8516;3411
Wed Aug 27 15:21:57 2008; TP Ant 1;104045.8203;3412
Wed Aug 27 15:21:58 2008; TP Ant 1;103185.6641;3413
Wed Aug 27 15:21:59 2008; TP Ant 1;103766.7734;3414
Wed Aug 27 15:22:00 2008; TP Ant 1;102757.8281;3415
Wed Aug 27 15:22:01 2008; TP Ant 1;103215.1563;3416
Wed Aug 27 15:22:02 2008; TP Ant 1;103516.0313;3417
Wed Aug 27 15:22:03 2008; TP Ant 1;102897.2656;3418
Wed Aug 27 15:22:04 2008; TP Ant 1;102816.9922;3419
Wed Aug 27 15:22:05 2008; TP Ant 1;102371.3125;3420
Wed Aug 27 15:22:06 2008; TP Ant 1;102856.0625;3421
Wed Aug 27 15:22:07 2008; TP Ant 1;103337.6641;3422
Wed Aug 27 15:22:08 2008; TP Ant 1;103222.1719;3423
Wed Aug 27 15:22:09 2008; TP Ant 1;103509.4219;3424
Wed Aug 27 15:22:10 2008; TP Ant 1;102714.0781;3425
Wed Aug 27 15:22:11 2008; TP Ant 1;102660.9375;3426
Wed Aug 27 15:22:12 2008; TP Ant 1;103064.8281;3427
Wed Aug 27 15:22:13 2008; TP Ant 1;103271.4375;3428
Wed Aug 27 15:22:14 2008; TP Ant 1;102927.1563;3429
Wed Aug 27 15:22:15 2008; TP Ant 1;102404.4688;3430
Wed Aug 27 15:22:16 2008; TP Ant 1;102082.2188;3431
Wed Aug 27 15:22:17 2008; TP Ant 1;103083.4766;3432
Wed Aug 27 15:22:18 2008; TP Ant 1;102889.8516;3433
Wed Aug 27 15:22:19 2008; TP Ant 1;103102.2266;3434
Wed Aug 27 15:22:20 2008; TP Ant 1;102929.3828;3435
Wed Aug 27 15:22:21 2008; TP Ant 1;102251.4219;3436
Wed Aug 27 15:22:22 2008; TP Ant 1;101454.8203;3437
Wed Aug 27 15:22:23 2008; TP Ant 1;102640.9453;3438
Wed Aug 27 15:22:24 2008; TP Ant 1;102950.4844;3439
Wed Aug 27 15:22:25 2008; TP Ant 1;102434.6875;3440
Wed Aug 27 15:22:26 2008; TP Ant 1;102589.0313;3441
Wed Aug 27 15:22:27 2008; TP Ant 1;102325.125;3442
Wed Aug 27 15:22:28 2008; TP Ant 1;102920.3984;3443
Wed Aug 27 15:22:29 2008; TP Ant 1;101773.7031;3444
Wed Aug 27 15:22:30 2008; TP Ant 1;102548.5313;3445
Wed Aug 27 15:22:31 2008; TP Ant 1;101731.0234;3446
Wed Aug 27 15:22:32 2008; TP Ant 1;101612.3438;3447
Wed Aug 27 15:22:33 2008; TP Ant 1;102740.9766;3448
Wed Aug 27 15:22:34 2008; TP Ant 1;101992.1875;3449
Wed Aug 27 15:22:35 2008; TP Ant 1;102533.3594;3450
Wed Aug 27 15:22:36 2008; TP Ant 1;102206.7031;3451
Wed Aug 27 15:22:37 2008; TP Ant 1;102694.4375;3452
Wed Aug 27 15:22:38 2008; TP Ant 1;101518.3516;3453
Wed Aug 27 15:22:39 2008; TP Ant 1;101321.4141;3454
Wed Aug 27 15:22:40 2008; TP Ant 1;100754.3281;3455
Wed Aug 27 15:22:41 2008; TP Ant 1;101216.0313;3456
Wed Aug 27 15:22:42 2008; TP Ant 1;101632.6406;3457
Wed Aug 27 15:22:43 2008; TP Ant 1;101043.0313;3458
Wed Aug 27 15:22:44 2008; TP Ant 1;100458.2734;3459
Wed Aug 27 15:22:45 2008; TP Ant 1;101018.9688;3460
Wed Aug 27 15:22:46 2008; TP Ant 1;101586.2734;3461
Wed Aug 27 15:22:47 2008; TP Ant 1;101343.4688;3462
Wed Aug 27 15:22:48 2008; TP Ant 1;101201.9063;3463
Wed Aug 27 15:22:49 2008; TP Ant 1;101202.1953;3464
Wed Aug 27 15:22:50 2008; TP Ant 1;101330.0391;3465
